"","id","founding_name","search_name"
"3082","Yamarovka","Yamarovka","Yamarovka"
"3083","Yamoussoukra","Yamoussoukra","Yamoussoukra"
"3084","Yance I (Agador)","Yance I (Agador)","Yance I"
"3085","Yanchep","Yanchep","Yanchep"
"3086","Yangtze","Yangtze","Yangtze"
"3087","Yardley","Yardley","Yardley"
"3088","Yed Posterior","Yed Posterior","Yed Posterior"
"3089","Yed Prior","Yed Prior","Yed Prior"
"3090","Yeguas","Yeguas","Yeguas"
"3091","Yidtall","Yidtall","Yidtall"
"3092","Ylemelke","Ylemelke","Ylemelke"
"3093","Yongd","Yongd","Yongd"
"3094","Yorii","Yorii","Yorii"
"3095","York (Clan)","York (Clan)","York"
"3096","York (LC)","York (LC)","York"
"3097","Ype-Jhu","Ype-Jhu","Ype-Jhu"
"3098","Yufu","Yufu","Yufu"
"3099","Yumesta","Yumesta","Yumesta"
"3100","Yunnah","Yunnah","Yunnah"
"3101","Yuris","Yuris","Yuris"
"3102","Yàn-huì","Yàn-huì","Yàn-huì"
"3103","Zacatecoluca","Zacatecoluca","Zacatecoluca"
"3104","Zalaf","Zalaf","Zalaf"
"3105","Zalt","Zalt","Zalt"
"3106","Zalzangor","Zalzangor","Zalzangor"
"3107","Zambezi","Zambezi","Zambezi"
"3108","Zanbasa","Zanbasa","Zanbasa"
"3109","Zanderij","Zanderij","Zanderij"
"3110","Zangul","Zangul","Zangul"
"3111","Zaniah","Zaniah","Zaniah"
"3112","Zanzibar","Zanzibar","Zanzibar"
"3113","Zaprudy","Zaprudy","Zaprudy"
"3114","Zara (FWL)","Zara (FWL)","Zara"
"3115","Zathras/Zatharas","Zathras/Zatharas","Zathras/Zatharas"
"3116","Zaurak","Zaurak","Zaurak"
"3117","Zavijava","Zavijava","Zavijava"
"3118","Zawiercie","Zawiercie","Zawiercie"
"3119","Zdice","Zdice","Zdice"
"3120","Zebebelgenubi","Zebebelgenubi","Zebebelgenubi"
"3121","Zebeneschamali","Zebeneschamali","Zebeneschamali"
"3122","Zebrenaski","Zebrenaski","Zebrenaski"
"3123","Zebuluraskai","Zebuluraskai","Zebuluraskai"
"3124","Zefri","Zefri","Zefri"
"3125","Zelmag III","Zelmag III","Zelmag"
"3126","Zelski II","Zelski II","Zelski"
"3127","Zempoatlepetl","Zempoatlepetl","Zempoatlepetl"
"3128","Zertarum","Zertarum","Zertarum"
"3129","Zetang","Zetang","Zetang"
"3130","Zhaomaon (Cluff's Stand 3130+)","Zhaomaon","Zhaomaon"
"3131","Zhongshan","Zhongshan","Zhongshan"
"3132","Ziliang","Ziliang","Ziliang"
"3133","Zinal","Zinal","Zinal"
"3134","Zindao","Zindao","Zindao"
"3135","Zion","Zion","Zion"
"3136","Zlatousi","Zlatousi","Zlatousi"
"3137","Zoetermeer","Zoetermeer","Zoetermeer"
"3138","Zolfo","Zolfo","Zolfo"
"3139","Zollikofen","Zollikofen","Zollikofen"
"3140","Zorn's Keep","Zorn's Keep","Zorn's Keep"
"3141","Zortman","Zortman","Zortman"
"3142","Zosma","Zosma","Zosma"
"3143","Zuhbehr","Zuhbehr","Zuhbehr"
"3144","Zumbo","Zumbo","Zumbo"
"3145","Zurich","Zurich","Zurich"
"3146","Zvolen","Zvolen","Zvolen"
"3147","Zwenkau","Zwenkau","Zwenkau"
"3148","Zwipadze","Zwipadze","Zwipadze"
"3149","Ålborg","Ålborg","Ålborg"
"3150","Úr Cruinne","Úr Cruinne","Úr Cruinne"
