name,pantheon,popularity
Ezili Freda,Voudou Gods,8764
Ghede,Voudou Gods,15953
Gran Maître,Voudou Gods,11545
Gran Met,Voudou Gods,11546
Guede,Voudou Gods,15954
Guédé,Voudou Gods,15955
Lwa,Voudou Gods,30978
Maman Brigitte,Voudou Gods,21775
Maître Cimetière,Voudou Gods,21382
Ogu,Voudou Gods,24310
Samedi,Voudou Gods,66056
Voodou,Voudou Gods,7382
Achren,Celtic Gods,27180
Agrona,Celtic Gods,4881
Amairgin,Celtic Gods,2955
Amathaon,Celtic Gods,20098
Angus Óg,Celtic Gods,12427
Ankou,Celtic Gods,3201
Annwfn,Celtic Gods,27181
Annwn,Celtic Gods,27182
Antenociticus,Celtic Gods,16453
Anu,Celtic Gods,94013
Aobh,Celtic Gods,3290
Aoife,Celtic Gods,3989
Aonghus,Celtic Gods,12428
Arianrhod,Celtic Gods,20610
Arianrod,Celtic Gods,20611
Arionrod,Celtic Gods,20612
Artaios,Celtic Gods,3973
Artaius,Celtic Gods,3974
Artio,Celtic Gods,20150
Badbh,Celtic Gods,26390
Balatocadrus,Celtic Gods,16930
Balatucadrus,Celtic Gods,16931
Baliticaurus,Celtic Gods,16932
Bean Sí,Celtic Gods,3546
Bean Sídhe,Celtic Gods,3547
Bebinn,Celtic Gods,3359
Belatucadros,Celtic Gods,16933
Belatucairus,Celtic Gods,16934
Belatugagus,Celtic Gods,16935
Belenus,Celtic Gods,24224
Beli Mawr,Celtic Gods,3140
Belinos,Celtic Gods,24225
Beliticaurus,Celtic Gods,16936
Belus,Celtic Gods,24226
Benandonner,Celtic Gods,11397
Blatucadrus,Celtic Gods,16937
Blatucairus,Celtic Gods,16938
Bláithéne,Celtic Gods,3184
Bláthnad,Celtic Gods,3185
Bláthíne,Celtic Gods,3186
Bodb Dearg,Celtic Gods,3582
Bodb the Red,Celtic Gods,3583
Bodhb Dearg,Celtic Gods,3584
Bormanna,Celtic Gods,2227
Bormo,Celtic Gods,11776
Borvo,Celtic Gods,11777
Bove Derg,Celtic Gods,3585
Bran the Blessed,Celtic Gods,19716
Bricriu Nemthenga,Celtic Gods,2391
Brigit,Celtic Gods,72189
Brownie,Celtic Gods,2529
Brían,Celtic Gods,13712
Brùnaidh,Celtic Gods,2530
Bwbachod (Plural),Celtic Gods,2489
Bwca,Celtic Gods,2490
Bébhinn,Celtic Gods,3360
Bíle,Celtic Gods,24227
Bóand,Celtic Gods,16574
Bóinn,Celtic Gods,16575
Cailleach Beara,Celtic Gods,8088
Cailleach Bheur,Celtic Gods,8089
Caillech,Celtic Gods,8090
Cailliach,Celtic Gods,8091
Callech,Celtic Gods,8092
Cally Berry,Celtic Gods,8093
Camulus,Celtic Gods,21996
Cano Mac Gartnáin,Celtic Gods,2270
Carldwen,Celtic Gods,2675
Carme,Celtic Gods,3548
Carmun,Celtic Gods,3549
Cathbhadh,Celtic Gods,2403
Cathubodva,Celtic Gods,3409
Catubodua,Celtic Gods,3410
Cernunnus,Celtic Gods,13847
Cerridwyn,Celtic Gods,31109
Cetshamhain,Celtic Gods,2543
Cliodhna,Celtic Gods,15071
Clionadh,Celtic Gods,15072
Clud,Celtic Gods,11281
Clídna,Celtic Gods,15073
Conán the Bald,Celtic Gods,3319
Crom Cruaich,Celtic Gods,30197
Crom Crúaich,Celtic Gods,30198
Crom Dubh,Celtic Gods,30199
Cromm Cruach,Celtic Gods,30200
Cuchulainn,Celtic Gods,42479
Cáer Ibormeith,Celtic Gods,16031
Dagdha,Celtic Gods,86893
Dana,Celtic Gods,94014
Danu,Celtic Gods,94015
Dechtiré,Celtic Gods,13489
Dylan Eil Ton,Celtic Gods,21563
Eochaid Ollathair,Celtic Gods,86894
Ethlinn,Celtic Gods,13283
Evnissyen,Celtic Gods,11575
Fer Doirich,Celtic Gods,10024
Finn Mccool,Celtic Gods,24432
Finn Maccool,Celtic Gods,24433
Fomorii,Celtic Gods,16401
Formorians,Celtic Gods,16402
Fódhla,Celtic Gods,4393
Fótla,Celtic Gods,14300
Goibniu,Celtic Gods,18917
Grannus,Celtic Gods,13459
Gwion Bach,Celtic Gods,11622
Gwydion,Celtic Gods,16208
Herne,Celtic Gods,13848
Lir,Celtic Gods,20395
Lleu Llaw Gyffes,Celtic Gods,12770
Llyr,Celtic Gods,20396
Lug,Celtic Gods,68592
Lugh,Celtic Gods,68593
Mac Ind Óg,Celtic Gods,12429
Mac Óg,Celtic Gods,12430
Manannán Mac Lir,Celtic Gods,23687
Maponos,Celtic Gods,14261
Medb,Celtic Gods,48173
Mile,Celtic Gods,11041
Milesius,Celtic Gods,11042
Morfran,Celtic Gods,3648
Morrighan,Celtic Gods,174164
Morrigna,Celtic Gods,174165
Morrigu,Celtic Gods,174166
Nantosuetta,Celtic Gods,8982
Nantosvelta,Celtic Gods,8983
Nodens,Celtic Gods,34730
Nuada,Celtic Gods,34731
Nuada Argatlam,Celtic Gods,34732
Nudd,Celtic Gods,34733
Oenghus,Celtic Gods,12431
Ogma,Celtic Gods,23565
Ogmious,Celtic Gods,5585
Ogmius,Celtic Gods,5586
Ossian,Celtic Gods,19428
Pryderi,Celtic Gods,12701
Sadhbh,Celtic Gods,12427
Salmon of Knowledge,Celtic Gods,16678
Sirona,Celtic Gods,21991
Sucellos,Celtic Gods,20796
Sucellus,Celtic Gods,20797
Sétanta,Celtic Gods,42480
The Dark Druid,Celtic Gods,10025
The Dark Fairy,Celtic Gods,10026
The Dark Man,Celtic Gods,10027
The Red Man,Celtic Gods,11398
Tuatha Dé Danann,Celtic Gods,64097
Téthur,Celtic Gods,3512
Uruisg,Celtic Gods,3412
Washer At the Ford,Celtic Gods,29853
Washer Woman,Celtic Gods,29854
Ábartach,Celtic Gods,5529
Éire,Celtic Gods,15690
Étain,Celtic Gods,19461
Ao Chin,Chinese Gods,46055
Ao Ping,Chinese Gods,15798
Bian Cheng Wang,Chinese Gods,19486
Cao Guojiu,Chinese Gods,40039
Ch'uang Mu,Chinese Gods,19449
Chang E,Chinese Gods,16970
Chang Er,Chinese Gods,16971
Chang O,Chinese Gods,16972
Chang Yun,Chinese Gods,106967
Chao Hsuan T'an,Chinese Gods,24902
Cheng Huang,Chinese Gods,16248
Chi,Chinese Gods,16892
Chi Lin,Chinese Gods,25489
Chih Nu,Chinese Gods,17019
Chih Sung Tzu,Chinese Gods,9357
Chu Jung,Chinese Gods,23082
Chuang Kong,Chinese Gods,9536
Chuang Mu,Chinese Gods,19450
Daoism,Chinese Gods,33813
Dijun,Chinese Gods,14558
Eight Immortals,Chinese Gods,64922
Er Long,Chinese Gods,18361
Erh Lang,Chinese Gods,18362
Fan K'uie,Chinese Gods,9584
Fan Kui,Chinese Gods,9585
Fei Lien,Chinese Gods,14015
Feng Bo,Chinese Gods,14016
Feng Po,Chinese Gods,14017
Feng Tu,Chinese Gods,37730
Fengdu,Chinese Gods,37731
Fong Wang,Chinese Gods,18561
Fu Xi,Chinese Gods,29769
Fu Xi Shi,Chinese Gods,29770
Fu Xing,Chinese Gods,19287
Fuk Xing,Chinese Gods,19288
Fum,Chinese Gods,18562
Fung Hwang,Chinese Gods,18563
Funj Hwang,Chinese Gods,18564
Fuxi,Chinese Gods,29771
Gong Detian,Chinese Gods,9381
Great Yu,Chinese Gods,18445
Guan Di,Chinese Gods,106968
Guan Gong,Chinese Gods,106969
Guan Yin,Chinese Gods,55329
Guan Yu,Chinese Gods,106970
Guan Yun Chang,Chinese Gods,106971
Guo Ziyi,Chinese Gods,10013
Han Hsien Tzu,Chinese Gods,26613
Han Xiang,Chinese Gods,26614
Han Xiang Zi,Chinese Gods,26615
Han Xiangi,Chinese Gods,26616
Han Xiangzi,Chinese Gods,26617
Han Zhongli,Chinese Gods,15321
He Xian Gu,Chinese Gods,25839
He Bo,Chinese Gods,21685
He Po,Chinese Gods,21686
He Xiangu,Chinese Gods,25840
Heng O,Chinese Gods,16973
Ho Hsien Ku,Chinese Gods,25841
Ho Po,Chinese Gods,21687
Hou Ji,Chinese Gods,9267
Hou Yi,Chinese Gods,19338
Hsi Ho,Chinese Gods,12955
Hu Jing Te,Chinese Gods,6484
Hu Jingde,Chinese Gods,6485
Huai Nan Zu,Chinese Gods,9077
Huai Nanzu,Chinese Gods,9078
Huang Du Shi,Chinese Gods,12468
Huang Kun,Chinese Gods,5560
Huang Ti,Chinese Gods,14246
Hun Tun,Chinese Gods,16642
Hé Qióng,Chinese Gods,25842
Jade Pi Disc,Chinese Gods,24941
Jiang Yuan,Chinese Gods,8972
Jin Sho Bao,Chinese Gods,13292
Jou Wang,Chinese Gods,19190
Jun Di,Chinese Gods,11868
Kao Guojiu,Chinese Gods,40040
Kao Yao,Chinese Gods,12518
Ki Lin,Chinese Gods,25490
Kou Mang,Chinese Gods,13671
Kuan Kung,Chinese Gods,106972
Kuan Ti,Chinese Gods,106973
Kuan Yin,Chinese Gods,55330
Kuan Yu,Chinese Gods,106974
Kuei Hsien,Chinese Gods,11738
Kui Xing,Chinese Gods,15742
Kun,Chinese Gods,9560
Kung Kung,Chinese Gods,22360
Kung Te Tien,Chinese Gods,9382
Kuo Tzu I,Chinese Gods,10014
Kuri Hsing,Chinese Gods,15743
Kwan Yin,Chinese Gods,55331
Ky Lin,Chinese Gods,25491
Lan Caihe,Chinese Gods,36639
Lan Ts'ai Ho,Chinese Gods,36640
Lan Zaihe,Chinese Gods,36641
Lao Chun,Chinese Gods,13247
Lao Jun,Chinese Gods,13248
Lao Tan,Chinese Gods,19678
Lao Tse,Chinese Gods,19679
Lao Tzu,Chinese Gods,19680
Lao Zi,Chinese Gods,19681
Lei Jen Zu,Chinese Gods,9933
Lei Kung,Chinese Gods,14555
Lei Tzu,Chinese Gods,10089
Lei Zhen Zi,Chinese Gods,9934
Lei Zhenzi,Chinese Gods,9935
Lei Zi,Chinese Gods,10090
Lei Zu,Chinese Gods,10091
Li Nezha,Chinese Gods,25869
Li No Cha,Chinese Gods,25870
Li No Zha,Chinese Gods,25871
Li Nozha,Chinese Gods,25872
Li Babai,Chinese Gods,8084
Li Chu Jiang,Chinese Gods,13206
Li Er,Chinese Gods,19682
Li Erh,Chinese Gods,19683
Li Hai,Chinese Gods,19658
Li Jing,Chinese Gods,9909
Li K'uan,Chinese Gods,8085
Li Kuan,Chinese Gods,8086
Li Pa Pai,Chinese Gods,8087
Li Szu,Chinese Gods,6297
Li Tie Guai,Chinese Gods,24238
Li Tieguai,Chinese Gods,24239
Li Xuan,Chinese Gods,24240
Lie Yukou,Chinese Gods,6697
Lie Zi,Chinese Gods,6698
Lieh Yu K'ou,Chinese Gods,6699
Lieh Tzu,Chinese Gods,6700
Ling Bao Tian Song,Chinese Gods,11257
Ling Pao T'ien Tsun,Chinese Gods,11258
Ling Zhi,Chinese Gods,10189
Liu An,Chinese Gods,9079
Liu Hai,Chinese Gods,19659
Liu Har,Chinese Gods,19660
Liu Pei,Chinese Gods,17355
Liu Xuan De,Chinese Gods,17356
Liu Yuan Ying,Chinese Gods,19661
Long Wang,Chinese Gods,28189
Lu Dong Bin,Chinese Gods,24404
Lu Tung Pin,Chinese Gods,24405
Lu Dongbin,Chinese Gods,24406
Lu Hsing,Chinese Gods,15220
Lu Pan,Chinese Gods,14268
Lu Xing,Chinese Gods,15221
Lu Yan,Chinese Gods,24407
Luk Xing,Chinese Gods,15222
Lung,Chinese Gods,8270
Lung Wang,Chinese Gods,28190
Lü Dong Bin,Chinese Gods,24408
Meng P'o,Chinese Gods,36262
Meng Po,Chinese Gods,36263
Meng Po Niang,Chinese Gods,36264
Meng Po Niang Niang,Chinese Gods,36265
Mi Hung Tang,Chinese Gods,36266
Mong Po,Chinese Gods,36267
Moon Rabbit,Chinese Gods,7375
Mu Kung,Chinese Gods,11681
Na Cha,Chinese Gods,25873
Na Zha,Chinese Gods,25874
Nezha,Chinese Gods,25875
No Cha,Chinese Gods,25876
Nu Kua,Chinese Gods,50505
Nu Kwa,Chinese Gods,50506
Nu Wa,Chinese Gods,50507
Nugua,Chinese Gods,50508
Nuwa,Chinese Gods,50509
Nü Wa,Chinese Gods,50510
Nüwa,Chinese Gods,50511
P'ing Teng Wang,Chinese Gods,11423
Pa Hsien,Chinese Gods,64923
Pan Gu,Chinese Gods,21889
Peng Lai Shan,Chinese Gods,10301
Penglai Shan,Chinese Gods,10302
Pi Disc,Chinese Gods,24942
Pi Disk,Chinese Gods,24943
Pi Ma Wen,Chinese Gods,160215
Pien Ch'eng Wang,Chinese Gods,19487
Pig,Chinese Gods,22522
Pigsy,Chinese Gods,22523
Ping Deng Wang,Chinese Gods,11424
Ping I,Chinese Gods,21688
Ping Yi,Chinese Gods,21689
Qi,Chinese Gods,16893
Qi Gu,Chinese Gods,13718
Qi Lin,Chinese Gods,25492
Qi Yu,Chinese Gods,10629
Qin Guang Wang,Chinese Gods,18733
Qin Shu Bao,Chinese Gods,13293
Qin Shu Po,Chinese Gods,13294
Qin Shubao,Chinese Gods,13295
Qu Jiang Wang,Chinese Gods,13207
Reishi,Chinese Gods,10190
Ru Shou,Chinese Gods,11788
San Gu,Chinese Gods,11831
San Guan Dadi,Chinese Gods,10623
San Ku,Chinese Gods,11832
San Qing,Chinese Gods,21257
San Xing,Chinese Gods,17761
San Yan Dadi,Chinese Gods,10624
San Zang,Chinese Gods,18578
Sandy,Chinese Gods,16478
Sankuan Ta Ti,Chinese Gods,10625
Sha Wu Ching,Chinese Gods,16479
Sha Wu Jing,Chinese Gods,16480
Sha Wujing,Chinese Gods,16481
Shang Qing,Chinese Gods,11259
Shen Nong Shi,Chinese Gods,18452
Shen Nung,Chinese Gods,18453
Shen Yi,Chinese Gods,19339
Sheng Nong,Chinese Gods,18454
Sheng Nung,Chinese Gods,18455
Shou Hsing,Chinese Gods,25871
Shou Lao,Chinese Gods,25872
Shou Xing,Chinese Gods,25873
Shun Di,Chinese Gods,7253
Ssu Ling,Chinese Gods,13531
Su Ling,Chinese Gods,13532
Sui Ren Shi,Chinese Gods,13386
Sun Hou Tze,Chinese Gods,160216
Sun Hou Zi,Chinese Gods,160217
Sun P'i,Chinese Gods,6275
Sun Pi,Chinese Gods,6276
Sun Pin,Chinese Gods,6277
Sun Wu K'ung,Chinese Gods,160218
Sun Wu Kong,Chinese Gods,160219
Sun Wukong,Chinese Gods,160220
Sung Chiang,Chinese Gods,10940
Sung Ti Wang,Chinese Gods,11319
T'a Shan Wang,Chinese Gods,14183
T'ien Ming,Chinese Gods,13642
T Ti Wang,Chinese Gods,12469
Tai Qing,Chinese Gods,13249
Tai Shan Wang,Chinese Gods,14184
Tai Sui Xing,Chinese Gods,6702
Tai Suixing,Chinese Gods,6703
Tai Yi,Chinese Gods,11682
Tao,Chinese Gods,33814
Tao Te T'ien Tsun,Chinese Gods,13250
Tao Tie,Chinese Gods,29046
Taoism,Chinese Gods,33815
Taotie,Chinese Gods,29047
Tcheou Wang,Chinese Gods,19191
Thao Thieh,Chinese Gods,29048
Three Immortals,Chinese Gods,17762
Three Pure Ones,Chinese Gods,21258
Ti K'ang Wang,Chinese Gods,9370
Tian,Chinese Gods,5940
Tian Gong,Chinese Gods,82239
Tian Gu,Chinese Gods,7064
Tian Ming,Chinese Gods,13643
Tian Mu,Chinese Gods,14035
Tian Shang Dao Jun,Chinese Gods,11260
Tianming,Chinese Gods,13644
Tien Kung,Chinese Gods,82240
Toilet Goddess,Chinese Gods,11833
Tripitaka,Chinese Gods,18579
Ts'ai Shen,Chinese Gods,24903
Ts'ao Kuo Chiu,Chinese Gods,40041
Ts'in Kwang Wang,Chinese Gods,18734
Tsao Chun,Chinese Gods,13872
Tu Di,Chinese Gods,8820
Tzu Ku Shen,Chinese Gods,17644
Wang Mu Niang Niang,Chinese Gods,22306
Wei Ch'eng,Chinese Gods,6965
Wei Cheng,Chinese Gods,6966
Weiwobo,Chinese Gods,22307
Wen Chang,Chinese Gods,17972
Wu Guan Wang,Chinese Gods,12923
Wu Kwan Wang,Chinese Gods,12924
Wu Ti,Chinese Gods,9110
Xi He,Chinese Gods,12956
Xi Shi,Chinese Gods,14819
Xi Wang Mu,Chinese Gods,22308
Xi Wangmu,Chinese Gods,22309
Xiao Wu,Chinese Gods,7274
Xuan Wen Hua,Chinese Gods,10575
Xuan Wenhua,Chinese Gods,10576
Xuan Zang,Chinese Gods,18580
Xuande,Chinese Gods,17357
Xue Zhuan Lun,Chinese Gods,13659
Yan Di,Chinese Gods,18456
Yan Luo Wang,Chinese Gods,69704
Yanluo Wang,Chinese Gods,69705
Yao Di,Chinese Gods,7688
Yen Di,Chinese Gods,13387
Yen Lo Wang,Chinese Gods,69706
Yen Ti,Chinese Gods,13388
Yeng Wang Yeh,Chinese Gods,69707
Yi,Chinese Gods,19340
Yi Ti,Chinese Gods,10922
Yin Yang,Chinese Gods,12933
Yu Di,Chinese Gods,18446
Yu Huang,Chinese Gods,82241
Yu Huang Shang Ti,Chinese Gods,82242
Yu Huang Shangdi,Chinese Gods,82243
Yu Qiang,Chinese Gods,10891
Yu Qing,Chinese Gods,22086
Yu Shun,Chinese Gods,7254
Yu Song Di,Chinese Gods,11320
Yu Ti,Chinese Gods,18447
Yu Zu,Chinese Gods,6627
Yuan Shi Tian Zong,Chinese Gods,22087
Yuan Shih T'ien Tsun,Chinese Gods,22088
Yun Tun,Chinese Gods,6619
Yutu,Chinese Gods,7376
Yuètù,Chinese Gods,7377
Yùtù,Chinese Gods,7378
Zao Jun,Chinese Gods,13873
Zhang Fei,Chinese Gods,21403
Zhang Guo Lao,Chinese Gods,22174
Zhang Guolao,Chinese Gods,22175
Zhang Sheng,Chinese Gods,106975
Zhang Xian,Chinese Gods,12936
Zhang Yun,Chinese Gods,106976
Zhao Gongming,Chinese Gods,24904
Zhao Xuantan,Chinese Gods,24905
Zhi Nu,Chinese Gods,17020
Zhi Songzi,Chinese Gods,9358
Zhong Li Quan,Chinese Gods,15322
Zhongli Quan,Chinese Gods,15323
Zhou Wang,Chinese Gods,19192
Zhu Ba Jie,Chinese Gods,22524
Zhu Bajie,Chinese Gods,22525
Zhu Rong,Chinese Gods,23083
Zhu Yi,Chinese Gods,8975
Zhuan Zhongli,Chinese Gods,15324
Zhuang Lun Wang,Chinese Gods,13660
Zi Gu,Chinese Gods,17645
Amemait,Egyptian Gods,28593
Amen Re,Egyptian Gods,63203
Amentet,Egyptian Gods,15290
Amentit,Egyptian Gods,15291
Ammam,Egyptian Gods,28594
Ammit,Egyptian Gods,28595
Ammon,Egyptian Gods,36567
Ammon Ra,Egyptian Gods,63204
Ammon Re,Egyptian Gods,63205
Ammut,Egyptian Gods,28596
Amon,Egyptian Gods,36568
Amon Ra,Egyptian Gods,63206
Amon Re,Egyptian Gods,63207
Amun,Egyptian Gods,36569
Amun Ra,Egyptian Gods,63208
Amun Re,Egyptian Gods,63209
Anedjti,Egyptian Gods,11245
Anezti,Egyptian Gods,11246
Ankt,Egyptian Gods,16218
Anubis,Egyptian Gods,93275
Anuket,Egyptian Gods,16219
Apedemak,Egyptian Gods,11734
Apep,Egyptian Gods,29009
Apepi,Egyptian Gods,29010
Apophis,Egyptian Gods,29011
Aptet,Egyptian Gods,27782
Ari Hes Nefer,Egyptian Gods,11670
Arsnuphis,Egyptian Gods,11671
Aten Re,Egyptian Gods,15726
Aton,Egyptian Gods,26666
Aton Ra,Egyptian Gods,15727
Aton Re,Egyptian Gods,15728
Atum Re,Egyptian Gods,14646
Babay,Egyptian Gods,15566
Babi,Egyptian Gods,15567
Baneb Djedet,Egyptian Gods,14746
Banebdedet,Egyptian Gods,14747
Banebdjedet,Egyptian Gods,14748
Banebdjetet,Egyptian Gods,14749
Banebtetet,Egyptian Gods,14750
Banephthysdjedet,Egyptian Gods,14751
Bast,Egyptian Gods,90946
Bata,Egyptian Gods,10453
Chnoumis,Egyptian Gods,27029
Chnum,Egyptian Gods,27030
Chnuphis,Egyptian Gods,27031
Dedwen,Egyptian Gods,19861
Haap,Egyptian Gods,15190
Hapy,Egyptian Gods,13216
Har Pa Khered,Egyptian Gods,10292
Har Pa Khruti,Egyptian Gods,10293
Harensnuphis,Egyptian Gods,11672
Harmatchis,Egyptian Gods,12158
Harpakhered,Egyptian Gods,10294
Harpakhruti,Egyptian Gods,10295
Hatmehit,Egyptian Gods,10594
Hatmehyt,Egyptian Gods,10595
Heh,Egyptian Gods,18470
Hehet,Egyptian Gods,11451
Hek,Egyptian Gods,16678
Heket,Egyptian Gods,16679
Hektet,Egyptian Gods,16680
Hemuset,Egyptian Gods,9569
Hep,Egyptian Gods,13217
Hepi,Egyptian Gods,15191
Heqet,Egyptian Gods,16681
Heret,Egyptian Gods,140755
Hesat,Egyptian Gods,9495
Het Mehit,Egyptian Gods,10596
Hetmehit,Egyptian Gods,10597
Hike,Egyptian Gods,9340
Hu,Egyptian Gods,18471
Huh,Egyptian Gods,18472
Iah,Egyptian Gods,38623
Iah Djuhty,Egyptian Gods,38624
Ienpw,Egyptian Gods,93276
Ihu,Egyptian Gods,15105
Imeut,Egyptian Gods,93277
Imhotep,Egyptian Gods,15206
Imset,Egyptian Gods,12473
Imsety,Egyptian Gods,12474
Inher,Egyptian Gods,22124
Inpu,Egyptian Gods,93278
Ipet,Egyptian Gods,27783
Ipy,Egyptian Gods,27784
Isis,Egyptian Gods,96773
Iunmutef,Egyptian Gods,8150
Jah,Egyptian Gods,38625
Kehperi,Egyptian Gods,25481
Keket,Egyptian Gods,15354
Keku,Egyptian Gods,16875
Kemu,Egyptian Gods,27032
Kemwer,Egyptian Gods,9163
Khensu,Egyptian Gods,24826
Kheper,Egyptian Gods,25482
Khepera,Egyptian Gods,25483
Khepra,Egyptian Gods,25484
Khepri,Egyptian Gods,25485
Kherty,Egyptian Gods,10711
Khnemu,Egyptian Gods,27033
Khnum,Egyptian Gods,27034
Khons,Egyptian Gods,24827
Khonsu,Egyptian Gods,24828
Kneph,Egyptian Gods,12192
Knouphis,Egyptian Gods,27035
Knum,Egyptian Gods,27036
Kuk,Egyptian Gods,16876
Lenpw,Egyptian Gods,93279
Maat,Egyptian Gods,29379
Maftet,Egyptian Gods,11740
Mehet Weret,Egyptian Gods,9788
Mehturt,Egyptian Gods,9789
Mehurt,Egyptian Gods,9790
Menhit,Egyptian Gods,9890
Mentu,Egyptian Gods,12127
Mert,Egyptian Gods,11842
Mertseger,Egyptian Gods,8467
Meskhent,Egyptian Gods,7736
Min,Egyptian Gods,41994
Mnewer,Egyptian Gods,8044
Month,Egyptian Gods,12128
Monto,Egyptian Gods,12129
Nebthet,Egyptian Gods,38966
Nefer Temu,Egyptian Gods,10318
Nefertem,Egyptian Gods,10319
Nefertum,Egyptian Gods,10320
Nehab,Egyptian Gods,10817
Nehebkhau,Egyptian Gods,11213
Nehebu Kau,Egyptian Gods,11214
Neith,Egyptian Gods,13559
Nekhbet,Egyptian Gods,19294
Nephthys,Egyptian Gods,38967
Nun,Egyptian Gods,16089
Nunet,Egyptian Gods,13084
Nut,Egyptian Gods,49637
Onuris,Egyptian Gods,22125
Opet,Egyptian Gods,27785
Osiris,Egyptian Gods,73352
Ptha,Egyptian Gods,23516
Qadeshet,Egyptian Gods,24885
Qudshu,Egyptian Gods,24886
Re,Egyptian Gods,81873
Renenet,Egyptian Gods,26398
Renenutet,Egyptian Gods,26399
Reret Weret,Egyptian Gods,11822
Reshpu,Egyptian Gods,15771
Sal,Egyptian Gods,7812
Sekhet,Egyptian Gods,44114
Sekhmet,Egyptian Gods,44115
Selkit,Egyptian Gods,14211
Sepa,Egyptian Gods,9509
Serket,Egyptian Gods,14212
Serquet,Egyptian Gods,14213
Setekh,Egyptian Gods,75938
Setesh,Egyptian Gods,75939
Seth,Egyptian Gods,75940
Seti,Egyptian Gods,75941
Sešat,Egyptian Gods,26302
Shait,Egyptian Gods,12646
Shay,Egyptian Gods,12647
Shesmetet,Egyptian Gods,44116
Sobek,Egyptian Gods,21117
Sochet,Egyptian Gods,21118
Sokar,Egyptian Gods,15419
Sokaris,Egyptian Gods,15420
Soker,Egyptian Gods,15421
Sopd,Egyptian Gods,13062
Sopdu,Egyptian Gods,13063
Sopedu,Egyptian Gods,13064
Sothis,Egyptian Gods,8336
Su,Egyptian Gods,62221
Suchos,Egyptian Gods,21119
Sutekh,Egyptian Gods,75942
Taueret,Egyptian Gods,27786
Taurt,Egyptian Gods,27787
Taweret,Egyptian Gods,27788
Tefnet,Egyptian Gods,35449
Tefnut,Egyptian Gods,35450
Tehuti,Egyptian Gods,86915
Temu,Egyptian Gods,32160
Thot,Egyptian Gods,86916
Thoth,Egyptian Gods,86917
Thureris,Egyptian Gods,27789
Toeris,Egyptian Gods,27790
Tphenis,Egyptian Gods,35451
Tum,Egyptian Gods,32161
Ubastet,Egyptian Gods,90947
Unut,Egyptian Gods,19936
Usire,Egyptian Gods,73353
Wadjet,Egyptian Gods,15851
Wenut,Egyptian Gods,19937
Wosret,Egyptian Gods,16223
Wosyet,Egyptian Gods,16224
Yah,Egyptian Gods,38626
Yinepu,Egyptian Gods,93280
Šu,Egyptian Gods,62222
Alpanu,Etruscan Gods,17454
Alpnu,Etruscan Gods,17455
Apulu,Etruscan Gods,21834
Artumes,Etruscan Gods,3109
Catha,Etruscan Gods,4493
Cautha,Etruscan Gods,4494
Cetha,Etruscan Gods,4495
Charun,Etruscan Gods,10828
Culśanś,Etruscan Gods,3521
Culśu,Etruscan Gods,6713
Fufluns,Etruscan Gods,12132
Herde,Etruscan Gods,3430
Karun,Etruscan Gods,10829
Kavtha,Etruscan Gods,4496
Lasae,Etruscan Gods,14774
Lasas,Etruscan Gods,14775
Mariś,Etruscan Gods,4214
Menrva,Etruscan Gods,16206
Thanur,Etruscan Gods,2422
Tinas Cliniar,Etruscan Gods,2297
Tinh,Etruscan Gods,14759
Tinia,Etruscan Gods,14760
Tinis,Etruscan Gods,14761
Tivr,Etruscan Gods,3744
Ahto,Finnish Gods,23497
Ajatar,Finnish Gods,18768
Ajattara,Finnish Gods,18769
Hisi,Finnish Gods,13140
Ilma,Finnish Gods,11448
Juksakka,Finnish Gods,7898
Jumala,Finnish Gods,10837
Jutas,Finnish Gods,28921
Kauko Mieli,Finnish Gods,23518
Kipu Tyttö,Finnish Gods,10660
Kiputyttö,Finnish Gods,10661
Kuu,Finnish Gods,14402
Lemminkainen,Finnish Gods,23519
Lemminkâinen,Finnish Gods,23520
Lempo,Finnish Gods,28922
Luonnotar,Finnish Gods,30830
Maa Emoinen,Finnish Gods,38570
Maan Emo,Finnish Gods,38571
Madderakka,Finnish Gods,12421
Madderatcha,Finnish Gods,6159
Maderakka,Finnish Gods,12422
Metsänhaltia,Finnish Gods,6079
Mielikki,Finnish Gods,20515
Paivatar,Finnish Gods,10738
Paivyt,Finnish Gods,10739
Peko,Finnish Gods,11840
Pellervoinen,Finnish Gods,7092
Pellon Pekko,Finnish Gods,11841
Pellonpekko,Finnish Gods,11842
Päivyt,Finnish Gods,10740
Päivä,Finnish Gods,10741
Päivätar,Finnish Gods,10742
Pääpiru,Finnish Gods,28923
Rauni,Finnish Gods,38572
Ravdna,Finnish Gods,38573
Roonikka,Finnish Gods,38574
Sampsa,Finnish Gods,7093
Sarakka,Finnish Gods,8983
Tuonela,Finnish Gods,13541
Ukko Ylijumala,Finnish Gods,27218
Uksakka,Finnish Gods,6459
Vaino,Finnish Gods,31619
Väinämöinen,Finnish Gods,31620
Wainamoinen,Finnish Gods,31621
Ylijumala,Finnish Gods,27219
Yulupukki,Finnish Gods,4549
Berchta,Germanic Gods,16036
Earendel,Germanic Gods,15225
Eostre,Germanic Gods,96006
Erentil,Germanic Gods,15226
Ermen,Germanic Gods,5706
Ermunaz,Germanic Gods,5707
Frau Faste,Germanic Gods,16037
Frau Perchta,Germanic Gods,16038
Freke,Germanic Gods,6727
Frick,Germanic Gods,6728
