Country or Area,Year,Area,Sex,Language,Record Type,Reliability,Source Year,Value
Australia,2011,Total,Female,Creole,Census - de jure - complete tabulation,"Final figure, complete",2012,2084
Australia,2011,Total,Female,Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,31677
Australia,2011,Total,Female,Danish,Census - de jure - complete tabulation,"Final figure, complete",2012,3047
Australia,2011,Total,Female,Dutch,Census - de jure - complete tabulation,"Final figure, complete",2012,20517
Australia,2011,Total,Female,English,Census - de jure - complete tabulation,"Final figure, complete",2012,8361710
Australia,2011,Total,Female,Fijian,Census - de jure - complete tabulation,"Final figure, complete",2012,3459
Australia,2011,Total,Female,Pilipino,Census - de jure - complete tabulation,"Final figure, complete",2012,33009
Australia,2011,Total,Female,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2012,3350
Australia,2011,Total,Female,French,Census - de jure - complete tabulation,"Final figure, complete",2012,30070
Australia,2011,Total,Female,German,Census - de jure - complete tabulation,"Final figure, complete",2012,43489
Australia,2011,Total,Female,Greek,Census - de jure - complete tabulation,"Final figure, complete",2012,128754
Australia,2011,Total,Female,Gujarati,Census - de jure - complete tabulation,"Final figure, complete",2012,15698
Australia,2011,Total,Female,Hakka,Census - de jure - complete tabulation,"Final figure, complete",2012,4544
Australia,2011,Total,Female,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2012,4585
Australia,2011,Total,Female,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2012,53430
Australia,2011,Total,Female,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2012,11459
Australia,2011,Total,Female,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2012,29833
Australia,2011,Total,Female,Italian,Census - de jure - complete tabulation,"Final figure, complete",2012,155404
Australia,2011,Total,Female,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2012,25823
Australia,2011,Total,Female,Kannada,Census - de jure - complete tabulation,"Final figure, complete",2012,2871
Australia,2011,Total,Female,Khmer,Census - de jure - complete tabulation,"Final figure, complete",2012,15656
Australia,2011,Total,Female,Korean,Census - de jure - complete tabulation,"Final figure, complete",2012,41929
Australia,2011,Total,Female,Kurd,Census - de jure - complete tabulation,"Final figure, complete",2012,2164
Australia,2011,Total,Female,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,2164
Australia,2011,Total,Female,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,34541
Australia,2011,Total,Female,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,8982
Australia,2011,Total,Female,Malayalam,Census - de jure - complete tabulation,"Final figure, complete",2012,12244
Australia,2011,Total,Female,Maltese,Census - de jure - complete tabulation,"Final figure, complete",2012,17828
Australia,2011,Total,Female,Mandarin,Census - de jure - complete tabulation,"Final figure, complete",2012,182149
Australia,2011,Total,Female,Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,5105
Australia,2011,Total,Female,Marathi,Census - de jure - complete tabulation,"Final figure, complete",2012,4091
Australia,2011,Total,Female,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2012,11546
Australia,2011,Total,Female,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,1506
Australia,2011,Total,Female,Not stated,Census - de jure - complete tabulation,"Final figure, complete",2012,492252
Australia,2011,Total,Female,Persian,Census - de jure - complete tabulation,"Final figure, complete",2012,16792
Australia,2011,Total,Female,Polish,Census - de jure - complete tabulation,"Final figure, complete",2012,28455
Australia,2011,Total,Female,Pashto,Census - de jure - complete tabulation,"Final figure, complete",2012,2119
Australia,2011,Total,Female,Portuguese,Census - de jure - complete tabulation,"Final figure, complete",2012,17139
Australia,2011,Total,Female,Punjabi,Census - de jure - complete tabulation,"Final figure, complete",2012,29029
Australia,2011,Total,Female,Romanian,Census - de jure - complete tabulation,"Final figure, complete",2012,6402
Australia,2011,Total,Female,Russian,Census - de jure - complete tabulation,"Final figure, complete",2012,25059
Australia,2011,Total,Female,Samoan,Census - de jure - complete tabulation,"Final figure, complete",2012,18725
Australia,2011,Total,Female,Serbian,Census - de jure - complete tabulation,"Final figure, complete",2012,27836
Australia,2011,Total,Female,Sinhalese,Census - de jure - complete tabulation,"Final figure, complete",2012,23497
Australia,2011,Total,Female,Slovak,Census - de jure - complete tabulation,"Final figure, complete",2012,2692
Australia,2011,Total,Female,Slovenian,Census - de jure - complete tabulation,"Final figure, complete",2012,2252
Australia,2011,Total,Female,Spanish,Census - de jure - complete tabulation,"Final figure, complete",2012,61659
Australia,2011,Total,Female,Swedish,Census - de jure - complete tabulation,"Final figure, complete",2012,4074
Australia,2011,Total,Female,Tagalog,Census - de jure - complete tabulation,"Final figure, complete",2012,47923
Australia,2011,Total,Female,Tamil,Census - de jure - complete tabulation,"Final figure, complete",2012,24411
Australia,2011,Total,Female,Telugu,Census - de jure - complete tabulation,"Final figure, complete",2012,8165
Australia,2011,Total,Female,Thai,Census - de jure - complete tabulation,"Final figure, complete",2012,24033
Australia,2011,Total,Female,Tongan,Census - de jure - complete tabulation,"Final figure, complete",2012,8122
Australia,2011,Total,Female,Turkish,Census - de jure - complete tabulation,"Final figure, complete",2012,29724
Australia,2011,Total,Female,Ukrainian,Census - de jure - complete tabulation,"Final figure, complete",2012,4535
Australia,2011,Total,Female,Urdu,Census - de jure - complete tabulation,"Final figure, complete",2012,16200
Australia,2011,Total,Female,Vietnamese,Census - de jure - complete tabulation,"Final figure, complete",2012,122301
Australia,2011,Total,Female,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,45680
Australia,2011,Total,Female,Cook Islands Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,2360
Australia,2011,Total,Female,Indo-Aryan,Census - de jure - complete tabulation,"Final figure, complete",2012,1756
Australia,2011,Total,Female,Serbo-Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,3484
Australia,2011,Total,Female,Lao,Census - de jure - complete tabulation,"Final figure, complete",2012,5032
Australia,2011,Total,Female,Non-verbal/inadequately described,Census - de jure - complete tabulation,"Final figure, complete",2012,10047
Australia,2011,Total,Female,"Southern Asian, nfd",Census - de jure - complete tabulation,"Final figure, complete",2012,3906
Australia,2011,Total,Female,African Languages (excl. North Africa),Census - de jure - complete tabulation,"Final figure, complete",2012,37381
Australia,2011,Total,Female,Dari,Census - de jure - complete tabulation,"Final figure, complete",2012,9544
Australia,2011,Total,Female,Auslan,Census - de jure - complete tabulation,"Final figure, complete",2013,4715
Australia,2011,Total,Female,Min Nan,Census - de jure - complete tabulation,"Final figure, complete",2013,8998
Australia,2011,Urban,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,19126752
Australia,2011,Urban,Both Sexes,Albanian,Census - de jure - complete tabulation,"Final figure, complete",2012,8680
Australia,2011,Urban,Both Sexes,Arabic,Census - de jure - complete tabulation,"Final figure, complete",2012,284072
Australia,2011,Urban,Both Sexes,Armenian,Census - de jure - complete tabulation,"Final figure, complete",2012,9650
Australia,2011,Urban,Both Sexes,Assyrian,Census - de jure - complete tabulation,"Final figure, complete",2012,21201
Australia,2011,Urban,Both Sexes,Australian Indigenous languages,Census - de jure - complete tabulation,"Final figure, complete",2012,24594
Australia,2011,Urban,Both Sexes,Afrikaans,Census - de jure - complete tabulation,"Final figure, complete",2012,32638
Australia,2011,Urban,Both Sexes,Bengali,Census - de jure - complete tabulation,"Final figure, complete",2012,35515
Australia,2011,Urban,Both Sexes,Bosnian,Census - de jure - complete tabulation,"Final figure, complete",2012,16169
Australia,2011,Urban,Both Sexes,Burmese,Census - de jure - complete tabulation,"Final figure, complete",2012,12258
Australia,2011,Urban,Both Sexes,Cantonese,Census - de jure - complete tabulation,"Final figure, complete",2012,261545
Australia,2011,Urban,Both Sexes,Chinese,Census - de jure - complete tabulation,"Final figure, complete",2012,23563
Australia,2011,Urban,Both Sexes,Creole,Census - de jure - complete tabulation,"Final figure, complete",2012,2304
Australia,2011,Urban,Both Sexes,Croatian,Census - de jure - complete tabulation,"Final figure, complete",2012,59143
Australia,2011,Urban,Both Sexes,Danish,Census - de jure - complete tabulation,"Final figure, complete",2012,5106
Australia,2011,Urban,Both Sexes,Dutch,Census - de jure - complete tabulation,"Final figure, complete",2012,32703
Australia,2011,Urban,Both Sexes,English,Census - de jure - complete tabulation,"Final figure, complete",2012,14392487
Australia,2011,Urban,Both Sexes,Fijian,Census - de jure - complete tabulation,"Final figure, complete",2012,6614
Australia,2011,Urban,Both Sexes,Pilipino,Census - de jure - complete tabulation,"Final figure, complete",2012,53673
Australia,2011,Urban,Both Sexes,Finnish,Census - de jure - complete tabulation,"Final figure, complete",2012,5343
Australia,2011,Urban,Both Sexes,French,Census - de jure - complete tabulation,"Final figure, complete",2012,54552
Australia,2011,Urban,Both Sexes,German,Census - de jure - complete tabulation,"Final figure, complete",2012,71206
Australia,2011,Urban,Both Sexes,Greek,Census - de jure - complete tabulation,"Final figure, complete",2012,247618
Australia,2011,Urban,Both Sexes,Gujarati,Census - de jure - complete tabulation,"Final figure, complete",2012,34111
Australia,2011,Urban,Both Sexes,Hakka,Census - de jure - complete tabulation,"Final figure, complete",2012,8873
Australia,2011,Urban,Both Sexes,Hebrew,Census - de jure - complete tabulation,"Final figure, complete",2012,9392
Australia,2011,Urban,Both Sexes,Hindi,Census - de jure - complete tabulation,"Final figure, complete",2012,110474
Australia,2011,Urban,Both Sexes,Hungarian,Census - de jure - complete tabulation,"Final figure, complete",2012,19966
Australia,2011,Urban,Both Sexes,Indonesian,Census - de jure - complete tabulation,"Final figure, complete",2012,55001
Australia,2011,Urban,Both Sexes,Italian,Census - de jure - complete tabulation,"Final figure, complete",2012,283321
Australia,2011,Urban,Both Sexes,Japanese,Census - de jure - complete tabulation,"Final figure, complete",2012,42357
Australia,2011,Urban,Both Sexes,Kannada,Census - de jure - complete tabulation,"Final figure, complete",2012,5905
Australia,2011,Urban,Both Sexes,Khmer,Census - de jure - complete tabulation,"Final figure, complete",2012,28961
Australia,2011,Urban,Both Sexes,Korean,Census - de jure - complete tabulation,"Final figure, complete",2012,79039
Australia,2011,Urban,Both Sexes,Kurd,Census - de jure - complete tabulation,"Final figure, complete",2012,4563
Australia,2011,Urban,Both Sexes,Latvian,Census - de jure - complete tabulation,"Final figure, complete",2012,3416
Australia,2011,Urban,Both Sexes,Macedonian,Census - de jure - complete tabulation,"Final figure, complete",2012,67842
Australia,2011,Urban,Both Sexes,Malay,Census - de jure - complete tabulation,"Final figure, complete",2012,15971
Australia,2011,Urban,Both Sexes,Malayalam,Census - de jure - complete tabulation,"Final figure, complete",2012,24913
Australia,2011,Urban,Both Sexes,Maltese,Census - de jure - complete tabulation,"Final figure, complete",2012,31228
Australia,2011,Urban,Both Sexes,Mandarin,Census - de jure - complete tabulation,"Final figure, complete",2012,333438
Australia,2011,Urban,Both Sexes,Maori,Census - de jure - complete tabulation,"Final figure, complete",2012,9441
Australia,2011,Urban,Both Sexes,Marathi,Census - de jure - complete tabulation,"Final figure, complete",2012,8546
Australia,2011,Urban,Both Sexes,Nepali,Census - de jure - complete tabulation,"Final figure, complete",2012,27032
Australia,2011,Urban,Both Sexes,Norwegian,Census - de jure - complete tabulation,"Final figure, complete",2012,2516
Australia,2011,Urban,Both Sexes,Not stated,Census - de jure - complete tabulation,"Final figure, complete",2012,953891
